Work Item Type,Title,Assigned To,Created By,Priority,State,Created Date,Changed Date,Description
Bug,(Sp25): Treasury Statement Print Functionality Fails with 500 Server Error,Maha Muhammed,Mohamed Said,1,New,2025-03-11T12:02:00Z,2025-03-11T12:02:00Z,"h4. *Title:*

Treasury Statement Print Functionality Fails – No Report Printed & 500 Server Error

h4. *Description:*

When the user attempts to print the *Treasury Statement*  the system fails to generate any report. Upon inspecting the *Network Log (Developer Tools ? Network Tab)*  the print API request returns a *500 Internal Server Error*  indicating a backend failure. This issue prevents users from retrieving Treasury Statement reports  impacting financial operations.

h4. *Preconditions:*

* The user is logged into the ERP system with the required permissions.
* There are treasury transactions available for the selected date range.

h4. *Steps to Reproduce:*

# Navigate to *Finance Module ? Reports ? Treasury Statement*.
# Fill in all the *required fields* with valid data.
# Click the *View* button to generate the report.
# Click the *Print* button.
# Observe that *no report is printed*.
# Open *Developer Tools (F12) ? Network Tab*.
# Notice that the *print API request returns a 500 Internal Server Error*.

h4. *Expected Result:*

* The system should successfully generate and display the *Treasury Statement print preview*.
* The API request should return a *valid response* with the report data.
* No *server errors (500)* should occur.

h4. *Actual Result:*

* The *Treasury Statement is not printed*.
* The *print API request fails with a 500 Internal Server Error*.
* The system does not provide *any error message or feedback* to the user.

h4. *Suggested Fix:*

* Investigate and *fix the backend issue* causing the 500 error.
* Check if the API is receiving *correct request parameters*.
* Implement *error handling* to show a meaningful message instead of failing silently.
* Ensure the print API properly processes Treasury Statement data.

h4. *Severity:*

?? *Critical* – The issue *completely blocks* users from printing the Treasury Statement  impacting financial reporting."
Bug,(Sp25): Print Button Triggers 400 Error in Network Log but Successfully Downloads Report,Maha Muhammed,Mohamed Said,2,New,2025-03-11T11:53:00Z,2025-03-11T11:53:00Z,"h4. *Title:*

Print Button Generates 400 Status Code Error in Network Log  but Report Downloads Successfully

h4. *Description:*

When the user fills in all the required fields with *valid data*  clicks the *View* button to generate the report  and then clicks the *Print* button  the system successfully downloads the report. However  inspecting the *Network Log (Developer Tools ? Network Tab)* reveals a *400 Bad Request* error for the print API request. This issue suggests that while the report is being generated and downloaded  there is an incorrect or unnecessary request that results in an error.

h4. *Preconditions:*

* The user is logged into the ERP system with the necessary permissions.
* The *required fields* for report generation are correctly filled.
* The *View* button is clicked to generate the report.

h4. *Steps to Reproduce:*

# Navigate to the relevant *reporting screen*.
# Fill in all required fields with *valid* input.
# Click the *View* button to generate the report.
# Once the report is displayed  click the *Print* button.
# Observe the *report successfully downloading*.
# Open *Developer Tools (F12) ? Network Tab*.
# Notice that a *400 Bad Request* error appears in the network log for the print request.

h4. *Expected Result:*

* The *Print* button should trigger a *valid API request* without errors.
* No *400 Bad Request* error should appear in the network log.
* The report should *download successfully* without unnecessary failed requests.

h4. *Actual Result:*

* The report *successfully downloads*  but a *400 Bad Request* error appears in the network log.
* This may indicate *an incorrect API request being made*  possibly with missing or invalid parameters.

h4. *Suggested Fix:*

* Investigate why an *invalid API request* is being made when clicking the Print button.
* Ensure the request parameters are correctly formatted before sending the print API request.
* Prevent unnecessary or duplicate API calls that may lead to errors.
* Implement error handling to *log and ignore failed requests* if they do not impact functionality.

h4. *Severity:*

?? *Medium* – The report successfully downloads  but the error may indicate *underlying issues* that could cause future failures."
Bug,(SP25): Payment Out Print Action Fails Due to 404 API Error,Maha Muhammed,Mohamed Said,2,New,2025-03-11T02:16:00Z,2025-03-11T02:16:00Z,"h4. *Title:*

Payment Out Print Action Fails – API Returns 404 Not Found

h4. *Description:*

When users attempt to print a *Payment Out* transaction from the *Payment Out List View*  the system does not respond  and no action is performed. Upon investigation in the browser *Developer Tools (Network Tab)*  the API request for printing returns a *404 Not Found* error  indicating a broken API endpoint or incorrect URL mapping.

h4. *Preconditions:*

* The user is logged into the ERP system with the necessary permissions.
* There are existing *Payment Out* transactions in the list view.

h4. *Steps to Reproduce:*

# Navigate to *Finance Module ? Transactions ? Payment Out List View*.
# Select an existing *Payment Out* transaction.
# Click the *Print* action button.
# Observe that *no print preview or action is triggered*.
# Open the *Developer Tools (F12) ? Network Tab* and review the print API request.
# Notice that the request *returns a 404 Not Found* error.

h4. *Expected Result:*

* The system should successfully generate a *print preview* for the selected *Payment Out* transaction.
* The API request should return a valid response with the formatted print data.
* If the API endpoint is missing or incorrect  the system should display a *meaningful error message* instead of failing silently.

h4. *Actual Result:*

* Clicking the *Print* button does nothing.
* The API request fails with a *404 Not Found* error.
* No feedback or error message is displayed to the user.

h4. *Suggested Fix:*

* *Verify and correct* the API endpoint used for printing Payment Out transactions.
* Ensure that the *correct URL* is mapped in the backend API.
* Implement *error handling* to inform the user when the print action fails.
* Add logging to capture and report failed API requests for debugging purposes.

h4. *Severity:*

?? *Critical* – This issue prevents users from printing Payment Out transactions  which may impact financial operations and reporting."
Bug,(SP25):  Failure to Generate Statement of Financial Position Due to 400 Status Code API Error,Maha Muhammed,Mohamed Said,2,New,2025-03-11T02:05:00Z,2025-03-11T02:05:00Z,"h4. *Title:*

Statement of Financial Position Fails to Generate Due to API Request Error (400 Status Code)

h4. *Description:*

When users attempt to generate the *Statement of Financial Position* report  the system fails to display the report due to an API request failure. The *network logs show a 400 status code error*  indicating an issue with the request parameters. As a result  the report cannot be viewed or printed.

h4. *Preconditions:*

* The user is logged into the ERP system with access to the *Statement of Financial Position Report* module.
* A valid *financial period* exists.
* The user enters valid filter criteria (e.g.  date range  account selection).

h4. *Steps to Reproduce:*

# Navigate to *Finance Module ? Reports ? Statement of Financial Position*.
# Input valid *Information for all the Required Fields*
# Click the *View* button to generate the report.
# Click *Print* Button
# Observe that the report does not load.
# Open the browser *Developer Tools (F12) ? Network Tab* and check the API request.
# Observe that the API request *fails with a 400 status code error*.

h4. *Expected Result:*

* The system should successfully generate and display the *Statement of Financial Position* based on the selected filters.
* The API request should be properly structured and return valid report data.
* If an error occurs  an *informative message* should be displayed to the user.

h4. *Actual Result:*

* The *Statement of Financial Position report does not load*.
* The *API request fails with a 400 status code error*.
* No *user-friendly error message* is displayed  making it difficult for users to understand the issue.

h4. *Suggested Fix:*

* Investigate and *correct the request parameters* sent to the API to prevent 400 errors.
* Implement *validation checks* on the frontend before making the API request.
* Ensure that the API endpoint is correctly configured to handle the request.
* Display an *informative error message* when the API request fails.

h4. *Severity:*

?? *Critical* – This issue prevents users from generating essential financial reports  impacting financial analysis and business operations."
Bug,(SP25): Failure to Generate Income Statement Due to 400 Status Code API Error,Maha Muhammed,Mohamed Said,2,New,2025-03-11T02:03:00Z,2025-03-11T02:03:00Z,"h4. *Title:*

Income Statement Fails to Generate Due to API Request Error (400 Status Code)

h4. *Description:*

When users attempt to generate the *Income Statement* report  the system fails to display the report due to an API request failure. The *network logs show a 400 status code error*  indicating an issue with the request parameters. As a result  the report cannot be viewed or printed.

h4. *Preconditions:*

* The user is logged into the ERP system with access to the *Income Statement Report* module.
* A valid *financial period* exists.
* The user enters valid filter criteria (e.g.  date range  account selection).

h4. *Steps to Reproduce:*

# Navigate to *Accounting App? Reports ? Income Statement*.
# Input valid *Information in all the required fields*
# Click the *View* button to generate the report.
# Click *Print* Button
# Observe that the report does not load.
# Open the browser *Developer Tools (F12) ? Network Tab* and check the API request.
# Observe that the API request *fails with a 400 status code error*.

h4. *Expected Result:*

* The system should successfully generate and display the *Income Statement* based on the selected filters.
* The API request should be properly structured and return valid report data.
* If an error occurs  an *informative message* should be displayed to the user.

h4. *Actual Result:*

* The *Income Statement report is downloaded but without any Information*.
* The *API request fails with a 400 status code error*.
* No *user-friendly error message* is displayed  making it difficult for users to understand the issue.

h4. *Suggested Fix:*

* Investigate and *correct the request parameters* sent to the API to prevent 400 errors.
* Implement *validation checks* on the frontend before making the API request.
* Ensure that the API endpoint is correctly configured to handle the request.
* Display an *informative error message* when the API request fails.

h4. *Severity:*

?? *Critical* – This issue prevents users from generating financial reports  impacting decision-making and financial analysis."
Bug,(Sp25):Failure to Generate Account Statement Report Due to Incorrect API Request URL,Maha Muhammed,Mohamed Said,1,New,2025-03-11T01:52:00Z,2025-03-11T01:52:00Z,"h4. *Title:*

Account Statement Report Fails to Generate Due to Incorrect API Request URL

h4. *Description:*

When users attempt to generate and print the *Account Statement Report*  the system fails to display the report. Upon investigation  it was found that the *API request responsible for fetching the report data has an incorrect URL*  causing a *failed request*. As a result  users are unable to generate or print the account statement.

h4. *Preconditions:*

* The user is logged into the ERP system with access to the *Account Statement Report* module.
* A valid *financial period* exists.
* The user enters valid filter criteria (e.g.  account selection  date range).

h4. *Steps to Reproduce:*

# Navigate to *Accounting App ? Reports ? Account Statement Report*.
# Input valid *From Date* and *To Date* within the financial period.
# Select an account from the dropdown.
# Click the *View* button to generate the report.
# Click the *Print* button to print the report.
# Open the browser *Developer Tools (F12) ? Network Tab* and check the API request details.
# Observe that the API request *fails* due to an incorrect URL.

h4. *Expected Result:*

* The system should generate and display the *Account Statement Report* based on the selected filters.
* The *Print* button should trigger a *successful API request* with the correct URL.
* If the API request fails  the system should display an *informative error message* instead of failing silently.

h4. *Actual Result:*

* The *API request fails* due to an incorrect URL.
* The *report does not load* and remains empty.
* No *error message* is displayed to the user  making the issue unclear.

h4. *Suggested Fix:*

* *Correct the API request URL* in the backend to ensure it matches the expected endpoint.
* Implement *error handling* to display an informative message when the API request fails.
* Ensure *proper testing* of API requests before deployment to avoid similar issues.
* Verify if other *financial reports* using API calls also have incorrect URLs.

h4. *Severity:*

?? *Critical* – Users are unable to generate or print account statement reports  affecting financial reporting and auditing."
Bug,(SP25): Cost Center Report Generates Empty Print Reports Due to API Failure,Maha Muhammed,Mohamed Said,1,New,2025-03-11T01:41:00Z,2025-03-11T01:41:00Z,"h4. *Title:*

Cost Center Report Fails to Generate Data Due to API Request Error

h4. *Description:*

When users attempt to generate the *Cost Center Report* by providing a valid *From Date* and *To Date*  the report screen returns an *empty report*. Upon investigating network logs  it was found that the API request responsible for fetching report data *fails* due to an issue with the query parameters. The *""From Date"" parameter in the API request is incorrect*  causing a backend error. Additionally  an error is displayed in the browser console.

h4. *Preconditions:*

* The user is logged into the ERP system with access to the *Cost Center Report* module.
* A valid *financial period* exists.
* The user enters valid *From Date* and *To Date* values.

h4. *Steps to Reproduce:*

# Navigate to *Accounting App ? Reports ? Cost Center Report*.
# Input a valid *From Date* and *To Date* within the financial period.
# Open the browser *Developer Tools (F12) ? Network Tab*  and check the API request.
# Click the *View* button to generate the report.
# click *Print* Button
# Observe that the report screen is *empty* with no data.
# Observe that the API request *fails*  and the *From Date parameter* is incorrect.
# Open the *Console Tab* and check for errors.

h4. *Expected Result:*

* The report should fetch and display the correct cost center data based on the *From Date* and *To Date* provided.
* The API request should be *successfully executed* with correctly formatted query parameters.
* If the API fails  an *informative error message* should be displayed instead of an empty report.

h4. *Actual Result:*

* The Print report *displays no data*  even when valid dates are provided.
* The API request *fails* due to an issue with the *From Date query parameter*.
* An error is logged in the browser console.

h4. *Suggested Fix:*

* Fix the *From Date query parameter formatting issue* in the API request.
* Implement *error handling* to display an informative message when the API request fails.
* Validate the *API response* and ensure proper data mapping before rendering the report.
* Test other date-based reports to verify if similar API request issues exist.

h4. *Severity:*

?? *Critical* – This issue prevents users from generating essential cost center reports  impacting financial analysis and decision-making."
Bug,(SP25): Trial Balance Print Button Not Working,Maha Muhammed,Mohamed Said,2,New,2025-03-11T01:33:00Z,2025-03-11T01:33:00Z,"h4. *Title:*

Trial Balance Print Button Does Not Function After Viewing the Report

h4. *Description:*

On the *Trial Balance Report* screen  after the user *inputs valid ""From"" and ""To"" dates* within the financial period and clicks the *View* button  the report is correctly displayed. However  when the user clicks the *Print* button  *no action occurs*—the print preview does not open  and no error message is shown.

h4. *Preconditions:*

* The user is logged into the ERP system with access to the *Trial Balance Report* module.
* A valid *financial period* exists.
* The user enters a valid date range within the financial period.

h4. *Steps to Reproduce:*

# Navigate to *Accounting App ? Reports ? Trial Balance*.
# Input a valid *From Date* and *To Date* within the financial period.
# Click the *View* button to generate the trial balance report.
# Click the *Print* button.
# Observe that *nothing happens*—the print preview does not open.
# Choose accounts have balance
# Click the *View* button to generate the trial balance report.
# Click the *Print* button.
# Observe that *nothing happens*—the print preview does not open.

h4. *Expected Result:*

* Clicking the *Print* button should open the print preview for the *Trial Balance Report*.
* If an issue prevents printing  the system should display an *informative error message* instead of failing silently.

h4. *Actual Result:*

* Clicking the *Print* button does *not trigger any action*.
* No error message is displayed  making it unclear whether the issue is due to a system error or missing data."
Bug,Stock Transfer Al4ed with Same Warehouse in From and To Fields,Mohamed Hammad,Tasneem Fathy,2,New,2025-03-09T16:13:00Z,2025-03-09T16:13:00Z,"*Description:*
When creating a stock transfer  selecting the same warehouse in both the ""From"" and ""To"" fields should trigger an error message. However  the system allows the process to be saved successfully.

*Steps to Reproduce:*

* Navigate to the *Stock Transfer* screen.
* Click on *Create New Stock Transfer*.
* Select the same warehouse in both the *From* and *To* fields.
* Click on *Save*.

*Expected Result:*
An error message should appear indicating that the *From* and *To* warehouses must be different.

*Actual Result:*
The system allows the process to be saved successfully without any validation error."
Bug,Stock Transfer Bugs,Maha Muhammed,Tasneem Fathy,2,New,2025-03-09T16:08:00Z,2025-03-09T16:08:00Z,
Bug,(SP:24):Sales Invoice Add & Edit Screens  Missing The Validation of Deleting Item In Sales Invoice (Deleting Item Line Not Working),Mohamed Fathy,Yassmin,2,New,2025-03-09T14:47:00Z,2025-03-09T14:47:00Z,"When I delete the item  delete line is not working properly cause it is not calling the back-end API.

*Expected Result:* The Popup window should appear to the user to ask if he already want to delete this item.

*Actual Result:* The Popup window doesn’t appear."
